gid,custom_fields,due_on,name,notes,start_on
1857630587148,,2012-09-21,Keyboard shortcuts for Edit,CTRL-Enter in code editor for Apply,null
1857630587150,,2012-09-21,Highlight elements when hover over selector in Edit Code,"In Edit mode with the code editor open, when you mouseover a selector expression, highlight matching elements on the client page. This will make it easier to ""connect the dots"" between the generated code and the elements
",null
2219100220728,,2012-11-29,Examples,Should include KB article and sandbox implementation,null
2520042440148,,null,Other examples?,,null
2763913899511,,2012-12-14,Add sentence explaining sandbox (x3) and superscript for footnote ,"Use a Custom Tracking Event to tell Optimizely about something that happens on your page.
See our implementation on [this sandbox page]. << feel free to modify copy
---
Activate an experiment after the page has loaded in order to run a test against dynamically loaded content.
See our implementation on [this sandbox page]. << feel free to modify copy
--
[sentence about reporting data]
See our implementation on [this sandbox page]. << feel free to modify copy

----

www.optimizelysandbox.com/store?optimizely_project_id={your project id}. << add superscript 1 after project id, as part of the link, so people know they're looking for a footnote.
",null
2219100220705,,null,API Sandbox - extras,"Sandbox (Fancy version, includes getting started examples for everyone)

 Same as above, but we should auto-populate each new account (not each new project) with these experiments:
 Example A/B Experiment
 Example Multivariate Experiment
 Example Dynamic Experiment
 Example Dynamic Experiment (modal pop-up)
 Example SiteCatalyst snippet
",null
2707176824934,,null,"Add to Edit Code ""For advanced implementations, see our [API documentation]."" (link ""API documentation"" to /docs/api)",,null
2219100220701,,2012-11-16,API page enhancements,"(From Pete)

Documentation

 Navigation
 Left-hand-side nav should stay on the page as you scroll down

 Overview 
 1st paragraph should sell this to engineers!
 2nd paragraph should contain a clear bulleted list of use cases which link to detailed examples
 Experiment on a popup on a dynamic page
 Activating SiteCatalyst integration
 Integration with in-house analytics platform using data object
 Debugging experiment activation with preview()
 Tracking custom events
 Kill paragraph about not including stuff in the main API
 3rd paragraph should give simple 2-bullet explanation of API function calls and data object
 
 API Function Calls
 Should be one paragraph explaining what function calls, in general, are for
 First section should be: The two ways of making function calls with bulleted separation
 EACH code example on the page should use window.optimizely = window.optimizely || []; to start with
 
 
 Each section should include:
 Motivation--why include this
 Example usages
 link to sandbox and/or KB
 enumeration of potential variables
 code example
",null
2518662720235,,2012-11-19,/docs/tutorials page (linked from Tutorials on /docs/api),,null
2219100220663,,null,API Functional Docs,Include all arguments for each call (generate from JSDoc?),null
2219100220655,,2012-11-14,API Sandbox - simple,"Sandbox (Simple version)

 Example page on www.optimizely.com/sandbox
 This page by default loads an example optimizely snippet, which must be kept up-to-date
 Should accept a URL parameter specifying which snippet to show (be sure to sanitize!)
 Should expose a text field allowing the user to input a project ID
 Should fire a custom even in several places, including when the modal dialog is popped up and closed
 Should have buttons that
 loads a modal dialog with dynamic content
 opens the optimizely preview panel, with a note that ?optimizely_preview=true is identical
 tracks a custom event
 activates an experiment
 Should look at optimizely.data and send a tracking request back to a fake custom analytics service
 Link to source code for the page
 
 This should be linked to on the API docs and anywhere appropriate in the KB
 
 /sandbox should by default include the snippet from the first project of the currently logged-in-user
 this should be switch-able on the page as above between a project of your choice and a standard static default snippet
",null
2301740889202,,2012-11-14,Example dynamic experiment,"An example page that triggers a modal dialog with content modified by experiment

Welcome message on create account
-> Change CTA
-> Remove nonrequired field


From pete's targeting notes:


    window.createAccountModalOpened = true;
    window.optimizely = window.optimizely || [];
    window.optimizely.push('activate');
    window.createAccountModalOpened = false;
    
    
    
    Experiment Targeting:
    Custom JS:
    
      window.createAccountModalOpened
",null
2368098142751,,2012-11-09,Mocks for nice-looking sandbox page,Reference: http://optimizelysandbox.appspot.com/,null
2368098142755,,null,HTML for nice-looking sandbox page,"To demonstrate our awesome API. Page should be a fake web store selling something. Click ""Add to Cart"" and a modal dialog comes up to let you increase the quantity and checkout.",null
2288629619092,,2012-11-02,"Update preview ""activate"" status when activated via API",,null
2219100220679,,null,Events tab,"Clean up display of logs (what needs to be added/removed?)
Autoscrolling (like tail -f)",null
2219100220668,,null,IDE Features,Make preview more usable for beginners by adding features to help with analyzing experiments and discovering API functionality,null
2219100220683,,null,Make preview panel sticky across page refreshes/navigation,"Add a button to force preview mode across an entire session (determined by cookie?), even when the user navigates from one page to another or refreshes without the query param.",null
2219100220725,,null,Informal spec for new /api structure,"Should include description of current/future state for:

routing
resources
methods
access",null
1857630587154,,null,See all Experiments by Account,"Relevant desk case here: https://optimizely.desk.com/agent/case/18249
User wanted a way to programmatically access a list of all experiment and variation ids/names by account.

Jeff suggested I add this to this portion of Asana as a request for the future.",null
2560656513570,,null,Send tracking events in bulk form the client,"If we could have an option to delay all tracking calls until a ""sendRequest"" API is called which contains everything in a single tracking request that would make Orbitz happy.",null
1857630587141,,null,Quiet mode for Optimizely,"Make a switch to turn logging on/off (or multiple log levels) so that we can set it to not log anything in production and turn on when needed. This is for two main reasons:

1. Customers don't need to see all of our messages, and if we forget to expunge some sensitive information it could put us at risk
2. It would make it easier for customers to see their OWN messages (in editor for instance) if they didn't have to sift through all of the Optimizely debugging information (most of which will not be very useful anyway)",null
2288629619094,,null,Add a real paragraph of description,Not lorem ipsum,null
2679839031866,,null,Entry point on implementation modal (single project state),"Replace this (we don't need for single project state): 
""If you decide to create additional projects, a new snippet will be generated for each new project. For more information, see [Managing Multiple Pages - Using Optimizely Projects].
To add new projects, go to [My Dashboard].""

with this:
""For advanced implementations, see our [API documentation]."" (link ""API documentation"" to /docs/api)
",null
2679839031870,,null,Entry point on implementation modal (multiple project state),,null
14272604021644,,null,Look into Virtual,,null
12355699077178,,null,,,null
4356667924093,,null,Add iPod to Browser Targeting Conditions,,null
2341700662551,,null,Handle cookies on log.optimizely.com better,"Here are the problems:

1.  We issue a new cookie every time you see a different optimizely snippet
2. All of these cookies get sent on every log request.
3. Our server craps out if you have more than X cookies, serving 400s

A solution, suggested by Josh at Torbit, is to have log calls go to project_id.log.optimizely.com, and to scope our cookies to that domain only.  Nailed.",null
1491209923696,,2013-06-28,Individual Combinations in MVT (multivariate tests) Cannot Be Paused,It would be great to be able to pause individual combinations without having to pause an entire variation.,null
1476198491780,,null,Implement automatic pause experiment after X visitors have been seen,,null
1476198491750,,null,Give users different permissions,"We've had a couple of inquiries about this. Allow admins to select different levels of control for users invited to a project. Specifically, prevent certain users from starting experiments.

See attached PRD for description",null
1694224401958,,null,"Allow switching between AND / OR in the targeting options, and its sub-options","This would be useful to set between the main options (e.g. URL matching AND / OR location matching), but also within options (e.g. any of these query parameters vs. all of these query parameters)",null
2331978785771,,null,Better Audit Trailing/Logging/Change History of Activity available to Customer,"Received requests to, ""please give me the change history (who did was and when) for the experiment"". This has been requested before. Customers could use an ability to ""see who changed what"", and ""when was the experiment saved"" and other kind of useful logging, particularly in multiple user environments.",null
2331536648318,,null,Add an option to fetch results via an API call,Create a request to allow users to incorporate Optimizely data into their own reports.,null
1761422147785,,null,Add better user management across projects.,One of our accounts needs to add several user accounts to several projects. Right now we have to enter the same user in multiple times. It would be preferable if you add the users once. Then have a user dashboard where you can see all permissions and easily distribute them to multiple projects.,null
1601312337661,,null,Mobile Site/View for Results,"@ContactZilla (8/27/2012 11:24PM): Could really do with a mobile interface to @optimizely nothing complicated. Just basic stats on a current experiment. ???

11/14/2012 update: Mobile viewing of the new website design's results page sounds like it's painful for users
",null
2140686444579,,null,Allow substring matches for cookie and query parameter targeting,In a lot of cases people have campaigns that generate query parameters with specific values that match a pattern or have cookies that contain constants that they want to access but can't because they have to either enter the whole value or nothing at all. Make it possible to use substring matches for these targeting conditions. It could be a simple toggle that just says 'contains' and lets the user enter partial values.,null
2819793290479,,null,Allow users to create folders on the experiments dashboard,"For clients who have a lot of experiments they want to separate them into user defined groups. Often it will be multiple groups working in the same project and want to have a space of their own.

gita@zipcar.com asked for this.",null
1484280537710,,null,Custom segmentation,"In reporting, not targeting",null
1491601198835,,null,Recurring schedules,"requested by:
globalpost.com
touricoholidays.com",null
1476198491722,,null,Don't increment stats for spiders or bots,"Using this list:
http://www.iab.net/sites/spiders/login.php

we could make this an opt-in feature to automatically include bots in the ip filter. not many people have asked about this, so i'm going to leave as a low priority.
",null
1476198491493,,null,Improve redirect variations in editor,"this is how VWO does it (as reported to us by a customer):
-show the actual page that's being redirected for each variation -allow editing of the page in the editor",null
1476198491755,,2013-06-28,Estimate how long an experiment will take,"From Richard Farr: It would be nice to have some kind of grid that estimates days needed for the test to get to 95% CI based on true conversion rate of..... X% and Y% - (variables I can input)

Dan - Can use similar logic to: https://www.google.com/analytics/siteopt/siteopt/help/calculator.html",null
1646963238837,,null,"Add ""change class"" to editor to quickly change css classes on an element","This is another option in the ""Edit"" menu: Edit CSS classes

shows a text box with a list of classes in it
bonus points: when entering a new class, auto-complete from list of classes on the page

Should actually use .addClass() and .removeClass() to implement, not just blanket setting the classes that we saw on the element in the editor",null
1468146288901,,null,Enable editing of pages that are navigated to using interactive mode,"if a user navigates to a page that contains the snippet using interactive mode in the editor, then allow editing on that page.
currently, innie is only loaded on pages when editor query params are present.",null
1484280537555,,null,Target Experiments by IP,Using ESI on Akamai we should be able to get the IP address at the javascript layer. This should allow us to target by IP. The targeting should be similar to the IP filtering option currently found at the experiment level. Do not remove the filtering option as it allows people to verify their tests are working without screwing up the data.,null
1468146288904,,null,Add stat info to exported results CSV,"add the following information to the exported CSV:
-which variation/combination is the baseline -each variation/combination's chance to beat baseline -percentage improvement over baseline
need to calculate",null
1476198491783,,null,Create a Condensed version of the results page,"Several people have complained that it's too hard to get any useful information when the goals are collapsed, they liked the old style results page which gave you all the information at a glance.
It would be good to have a better 'condensed' version of the results page to let them see the information easily.

Jeff -

I think the two use cases we're looking at are:
- Viewing your results by goal, and comparing variations
- Viewing your results by variations, and then analyzing a few different goals (e.g., sign up bronze, sign up silver, sign up gold)

The new results page is best for use case 1 and not as good for use case 2.
A few things:

In the multivariate branch, I've significantly decreased the padding on the results rows, which will help get more information in a screen. I also implemented a stylistic change on row hovering, so you can hover your mouse over a row to help keep it top-of-mind. These help.
We don't really want to support two different results pages.

What about using the export to csv?
",null
2590496169434,,null,Option to Display Visitors Over Time in Results Page,"""Is there a way to see visitors over time in addition to conversion over time. It would be very useful to see number of visitors over time, particularly for paused or archived campaigns."" -Requested by ekharkats@1800dentist.com (Platinum)",null
1902523519896,,2013-02-01,Deleting Sections/Variations with results from the Editor should warn more aggressively that associated results will be lost (Multivariate/MVT),"If a user tries to delete a variation or section in the Editor that already has results, the editor's warning message may not adequately inform the user that they will be losing results and risk losing them permanently. Attached is a screenshot of our current warning message.",null
2000654929985,,null,Add additional computation metrics to results,"One of our platinum customers would like to see more computational metrics included natively within Optimizely

AOV (Average Order Value)
Absolute number of events fired
Time on site
Yield (rev/visitor) - The average order for visitors that converted
",null
1467891393559,,null,Handle User Concurrency,"changes can be lost if multiple users open and save the same experiment

Here's how we can do this:

When user A opens an experiment in the editor, she is given the token.
  - user A's browser checks every X seconds to see if she still has the token
  - user A's browser checks immediately before a save to see if she still has the token
  - if user A loses the token, a modal dialog is displayed over the experiment explaining that user A has lost the token, and can either reclaim it or go to view only mode
  - in view only mode they cannot save and must reclaim token before saving

When user B tries to open an experiment for which A has token, they can claim token or go to view-only mode

",null
4108799026784,,null,Allow Users to Change GA Custom Variable Scope,"There have been a couple of requests to allow users to set the custom variable at the visitor level instead of at the session level so that we can see conversions over multiple sessions get attributed to the correct experiment/variation.

I think it would be ok to do this as an API call instead of exposing it  in the UI.

ttachibana@gilt.jp (Platinum) asked for this.
",null
1693822036117,,null,Version Control Experiments,Users want to be able to see the various version of their site they have created. If they open an old experiment they only see the jquery on top of the current underlying code not the orignal underlying code that the variation was created on.,null
2738734380198,,null,Autosave,"Customer comment: ""Auto-save before logging a user out would seem to be a must-have, I had the window open all day, it logged me out, and I lost all my work.""",null
1723928473520,,null,Allow GA to follow User around domain,"Some people want to set the custom variable at the 'Visitor' level, so that if a user comes back to the page through a different channel any conversions still count for the original experiment. We had this set up but turned it off because the variable was being overwritten on mutually exclusive pages. Make this an option with a warning about the behavior. This should be a toggled option.",null
4183341065037,,null,Allow 'new' visitors to be new in the session,"New visitors are currently only visitors who went directly to the experiment page without ever seeing another page with the same Optimizely code snippet on it. It would be helpful for experiments on pages further down the funnel to allow 'new in session'. This way visitor who are new to the website, but have seen other page in the same session can still be included.",null
1646931204330,,null,Add ability to check certain targeting conditions when bucketing only,"I would like to see the option to have certain conditions only checked when getting bucketed. If they are already in the experiment then that condition would be ignored.

The largest use case for this would be with targeting by referrer or query parameters. Typically this condition is is true for a landing page, but we want the experiment to continue for all other pages that match the URL condition. This comes up several times a week and we, support, have to add custom JS targeting conditions to fill this void. This then comes up again when the client wants to run another experiment because they don't fully understand whats going on.

I see this implemented as a check box next to each targeting condition ""First Visit Only"" or something to that effect.",null
1468146288925,,null,Select multiple elements in editor,"ability to select multiple elements on the page. this functionality would be exposed to the user from the change menu as ""Select Similar Elements"" or the like.
functionally, this would look at the hierarchical selector for this element and find all other elements that match the structure.
consider this page structure:

<a>...</a>
<div>...</a>
<div>
  Product 1
  <span>$20.00</span>
</div>
<div>
  Product 2
  <span>$30.00</span>
</div>
<div>
   <img />
   Product 3
   <span>$50.00</span>
</div>
for example, this could be the selected element:
body:eq(0) > div.contents > div:eq(0) > span:eq(0)
similar elements would be:
body:eq(0) > div.contents > div > span
we could also expose a way for users to be more selective about which elements are selected by counting the number of elements contained in each parent of the element. in this case, ""Product 3"" would not be selected, since it contains an img tag in the div.",null
1557312411718,,null,Archived Experiments not easy to find under Views button,,null
1484280537684,,null,Personalization released: per variation targeting,Personalization released: per variation targeting. Potentially released as a separate product or a separate campaign.,null
1484280537669,,null,Automatic traffic allocation toward the winning variation,Implement a feature that allows automatic traffic allocation toward the winning variation using this new model this quarter.,null
1484280537748,,null,Implement human-readable geo-location dynamic text insertion,,null
1476198491832,,null,Provide A/B testing for emails,"Editor wouldn't work because you can't run javascript but we can link it to on website goals which would be awesome. None of the existing solutions do that and none of the existing solutions allow you to do A/B testing on programmatic emails (like ""Welcome to Optimizely!""). They are all focused on newsletters.

Jeff - Just FYI, I'm pretty sure Eloqua and Marketo have A/B testing.",null
1988094246968,,null,Add localStorage support as opposed to cookies,,null
2215631808431,,null,Cookie control to limit to a subdomain rather than a top-level domain,"Requested by guardian.co.uk:
""We have a mobile site and a desktop site that both sit under *.guardian.co.uk. The size of the Optimizely cookie is having a severe impact on their performance and therefore we want to limit the Optimizely experiments to the desktop site where it matters less.

Ideally I think we want to exclude the mobile site from the cookie drop via some kind of global configuration... I think given the number of sub-domains we have we will want to exercise proper discretion in the future.

The issue occurs for people who mix their desktop and mobile browsing experiences (on smart phones and tablets). Once they visit the desktop site the cookie is dropped for the entire domain and impacts the mobile site.""
",null
2046771390766,,null,Add admin subscription control to new user management dashboard.,Some of our enterprise clients have LOTS of users. Admins should have the ability to control user email preferences.,null
3775401390596,,null,Server Side API,It should do all the things.,null
3000993356074,,null,Native iOS AB Testing,"Please list all customers who are interested in this product in the comments below. Include details if available: level of interest, willingness to beta-test, timeframe when they'd like to implement, etc.",null
2918414909145,,null,Apply multiple segments at once,"Add ability to apply more than one segment at a time
Include TRUE/FALSE options for each segment
Include AND/OR operators across selected segments",null
3014279917504,,null,Add option for Export Reporting CSV to breakdown conversions by day,"Client requested ability to have an export or report that breaks down conversion numbers by date. Attached is an Excel example.

Requested by jlin@carbonite.com (Platinum). ""Something that I've been struggling with recently is getting at trended data – the graphs show engagement metrics over time, but exporting the results only gives me total data across the entire time period. It would be great if I could export trended data from the time the experiment began (e.g. 2 signups on day 1, 5 signups day 2, 3 signups day 3, 1 signup day 4, etc; 100 visitors on day 1, 150 visitors on day 2, 110 visitors day 3, etc).""

""What I'd love to get would be an export of all goals and all the numbers that make up the graphs. I've attached a simplistic view of what I'm trying to describe, but it should give a basic idea of what I'm looking for.

For an experiment that has been running for 7 days, I could pull 7 different exports of each day as you suggested, and combine them all together, but it would be ideal to have all that data together already.""
",null
1963908856596,,2013-03-29,Add pause/start  button to results page.,,null
2035798278401,,null,"Ability to add descriptions to goals, experiments, variations","From customer: ""For example one of our goals is an aggregate of all the other individual goals, except it omits 2 individual goals. This would be a great place to be able to document this so that when the aggregate number is different than the sum of the individual goals, people can see why.""",null
4000706984329,,null,Add additional targeting conditions by page of multi-page experiments,"Customer request from Primedia, Platinum sehly@primedia.com

Sounds like his URLs are very similar across the multi-page so he wants to be able to add custom js targeting to individual pages of the multi-page experiment.

""I'm looking for a way other than RegEx, Simple Match, or Substring Match to target a page. I'm looking for something other than URL to target the page.""

<quote>
I'd like to be clear on the reason for the request so that it can receive the consideration it deserves. Otherwise, I suspect it would be turned down.
I suspect that the original intent for the the additional Targeting options was for narrowing down Visitors or Visitor Types. That would make these targeting options appear apply only to the Experiment as a whole. Clearly, an Experiment would be useless if a visitor could were to navigate in and out of a test.

With that in mind, I'm really only requesting a subset of the remaining Targeting options. Certainly, there's no point in offering:

* Use the browsers
* Prefer these languages
* Come from these locations

This leaves the following (ordered by priority – high to low):

1. Satisfy this custom Javascript condition
2. Have any of these cookies
3. Come from these URLs
4. Trigger any of these custom events /Are in an of these segments*

Here are a few reasons why these targeting criteria would be invaluable tools for determine whether or not to Activate a Variation on a given page:

1. [Primary] The ability to use javaScript conditions, Custom Events, or even Cookies to determine the page a user is viewing.
2. Activate a Variation one page on a given page based on:
* Cookie dropped by the same Variation on a different page
* Coming from a specific page on the site (alternate funnel)

* - We currently have code in the Global JS that generates a Custom Event that identifies the page on (document).ready. We use if for our Goals/Segments to measure or filter by visits that view specific pages. I'm not sure about the timing on this. I'm imagining that custom events fired in (document).ready are too late to register in the evaluation portion of Activation.

</quote>
",null
4361823169698,,null,Integration with Zepto,,null
4379112513646,,null,Add targeting condition for direct traffic,,null
4690322012666,,null,Experiment reporting 174% conversion rate on engagement,The following experiment is reporting > 150% conversion rates for the engagement goal when looking at the Internet Explorer browser segment: https://www.optimizely.com/results?experiment_id=199635883&segment_id=173156618&segment_value=ie,null
4686877969208,,null,Visitor count higher on dashboard,"For https://www.optimizely.com/results?experiment_id=200660945 the visitor count on the results page is lower than the visitor count on the dashboard.

Possibly related to https://app.asana.com/0/1467891393503/2237213795570",null
4292584693632,,null,Dropbox.com doesn't load in editor properly,"https://www.optimizely.com/edit#url=dropbox.com

It probably should, since our demo video is based on it. This could be massively confusing for new visitors.",null
3989003912000,,null,"Blank dashboard and no projects listed on ""Pick a project"" dialog for user dan@optimizely.com","Looks like there is a Javascript error as well. Not sure if it is related
",null
3932086478640,,null,"Google Analytics question, identifying the custom tracker for an experiment","https://www.optimizely.com/edit#experiment_id=176023433
email: yannick.autphenne@citrix.com
page URL with test running: http://stage-mktg.sharefilenext.com/?optimizely=test&optimizely_log=true

Custom var slot 1 should be populated.

Just looking for some help identifying a resolution for the client, or at least an explanation why the Google Analytics integration isn't working.",null
3900530306657,,null,denominator in results page staying at 1 while conversions increase,"Over the past few weeks I have seen maybe half a dozen cases where this is happening. Doing a recount usually corrects the problem. Attached are two screen shots from two different examples. Unfortunately both are currently being recounted. If it happens againI will send to you before recounting.

email address: pete@funnelinsights.com
experiment_id: 176910297

email address: matteo.gamba@wimdu.com
experiment_id: 177067604

",null
3851311236884,,null,Security warning when opening editor on FF 18.0.1 (current build),"I saw the warning each time I tried to load a page into the editor:

http://example.optimizely.com/fast
http://www.example.com
http://www.cnn.com",null
3851311236889,,null,Elements selected in editor are distorted on FF 18.0.1 (current build),"To reproduce:

1. Open a site like www.example.com in the editor
2. Select an element (the contents disappear and are replaced by a strange background with rounded corners, see screen shot #1)
3. Deselect the element by clicking off of it, and the background of the element turns blue (see screen shot #2). This one is intermittent and I don't know how to reproduce this every time.
4. When step 3 happens, click in the toolbar of the editor so you're clicking outside and above of the iframe that contains the website. The blue background will turn grey (see screen shot #3).",null
3848616992707,,null,"Permissions not applied to ""/pricing/subscription""z","Users who are not administrators should not have access to billing and subscription page on Recurly.

Steps to reproduce:

1. Sign into optimizely.com with any account that is not an administrator.
2. Type https://www.optimizely.com/pricing/subscription.
3. Get redirected to Recurly.",null
3766259968044,,null,Menus in editor don't close properly,"There are two ways to reproduce this in the editor:

1. Click a menu in the top nav. Then click on an element in the iframe to open the change menu.

2. Click an element in the editor to open the context menu, then click a menu in the top nav.

This is caused b/c click handlers are not bound in both the iframe and the window. This can be fixed by closing the menus when optly.edit.MessageType.CLICK is received by messenger.",null
3694261096454,,null,Mongo only showing conversions for one variation and not the others but Splunk is ok. (experiment_id=163072908),"account email: guillaume@softwareadvice.com
account id: 96847758
experiment id: 163072908

Customer had complained about this issue so I switched him to Splunk which showed conversion correctly. Thinking it may have been related to some of the undercounting issues we have been having, I did a recount for the experiment in Mongo but did not resolve the issue. Experiment is currently set to splunk.",null
3709282138502,,2013-02-01,"Page reloads if you hit enter in ""Manage Collaborators""","Go to the dashboard page and open the ""Manage Collaborators"" dialog. Click ""Invite Collaborator"" and type in an email address. Now hit ""enter"" and the entire page gets reloaded. The collaborator isn't invited either.",null
2988492886080,,null,"""Project picker"" should only prompt when more than one project is available","The attachment shows that project picker open when there's only one project. This is a bug.

Debug info:

In js/bundle/edit/project_picker.js, there's a function called prompt() that is checking if this.account.projectCount is equal to 1. This value is populated by an AJAX request to /account/info, which gets the value from _account_info() in handlers/common.py. This count doesn't take into consideration the permissions system.

To correctly determine if the prompt should be displayed, it should be checking how many projects the user has ""save"" access to.",null
2969672884436,,null,Preview mode broken for example.com,"If you create an experiment on www.example.com and try to preview it, the Optimizely preview pane is styled incorrectly in Chrome, Safari and FF. Screenshot is attached. Doesn't seem to happen on other sites.

Here's a URL to reproduce the issue:
http://preview.optimizely.com/http://www.iana.org/domains/example?optimizely_experiment=102330245&optimizely_project_id=669002&optimizely_revision=396&optimizely_snippet=s3-669002&optimizely_variation=1&optimizely_load_script=https%3A%2F%2Fwww.optimizely.com%2Fjs%2Fpreview-www-master-995.364498697147883353.js%3Ftoken=1f51e91a58ef458eb271bc22cf9bdd57&account_id=669002&optimizely_x102330245=1
",null
2237213795570,,null,Visitor count on the dashboard is way behind actual visitor count from the Results Page,"
",null
2771664529828,,null,never ending 'refreshing' page when user logs in,"same problem we were having earlier. problem was previously resolved by changing email address of users other account so that there was no duplicate, but now he is having the same problem. See attached. ",null
2536143530086,,null,Project List and Create Project Cut Off,"For accounts with a large number of projects viewed on a smaller monitor the project list becomes scrolled. This scroll does not allow the user to access the last project and thus also the ""Create Project"" button.

Attached is a screenshot for reference.
",null
2522287188008,,null,CSS issue on Goal dialog,"This happens when I hover over the tool tip

[image: Inline image 1]

Ricky Raykhenberg
Senior Technical Account Manager
Optimizely, Inc.
P: 415.503.9756
E: ricky@optimizely.com",null
2385071330360,,null,Switches back to Experiments tab after creating segments,,null
2385071330352,,null,IE9: Error on creating segment ,ko.mapping.fromJS in optly.dashboard.Experiments.prototype.loadSucceeded is erroring ,null
3952226794871,,null,"IE8: ""Image"" is undefined","
",null
2035873004136,,null,Disable horizontal scrolling on Results main content area,This is the bug that happens when you select and drag the text to the right. Chrome -- only can replicate if you select all text on the page and drag to the right. ,null
2351645678825,,null,Confirm that names are getting properly logged in Marketo,On the /free-trial page,null
2622111065465,,null,Fix goal jump-to header on results page - can skip waypoint and not stick to header if fast scroll,Check if it's offscreen (waypoint? listen to scroll?) and trigger lock behavior if so,null
1467882912249,,null,P0:,ASAP,null
2918774884404,,null,Multi-Page Targeting Not Updating Properly,"Problem: Adding a page to a multi-page experiment automatically adds that page to targeting. Removing that page removes the targeting condition from the UI, but it persists in the JS file and the experiment still runs on that page when it shouldn't.

Steps to recreate:
1. Create a multi-page test with 3 pages.
2. Save and start the test
3. Delete the third page
4. Clear all cookies or start a new session
5. Go directly to the third page.

The test should still be running on that page even though it is not technically in the targeting conditions anymore.
",null
1467882912235,,null,fix for Mitt Romney site,Reported by Mike.,null
3728357350044,,null,Multiple Experiments Don't Allow You to Select the Original Variation,"I've personally experienced this on a few tests, but now a client is complaining about it as well.

Steps to recreate:

1. Impersonate ux@upworthy.com
2. Open up https://www.optimizely.com/edit#experiment_id=173355373
3. Try to select the Original Page variation

There is an error in the JS console:

Uncaught TypeError: Cannot read property 'left' of undefined 

Looking a little bit more into it, it seems that in 

var a = this.RESET_LEFT_POSITION - this.variations[this.leftmostVariationIndex].left;

this.variations is evaluating to an empty array.",null
3700961905460,,null,"Segmentation: segment titles shown as ""By null"" on the results page","https://www.optimizely.com/results?experiment_id=172302347
https://www.optimizely.com/results?experiment_id=171844884


",null
1467882912252,,null,PUT MOST URGENT STUFF HERE,,null
2760641897250,,null,Changing email address does not update the AccountToUserRole entity,This is handled via the ChangeEmailHandler and does not appear to update the new mapping tables.,null
2760641897241,,null,Error logging in for a particular user. Query too large in account.fetch_all_by_user_id(),"GAE is erroring out because the IN list is exceeding the max ctriteria of 30. This will probably have to be broken out into multiple queries.

Example account: mmcgee@embanetcompass.com

The error occurs during signin.

There have been several instances just this morning:

https://general.optimizely.com:2000/en-US/app/search/flashtimeline?q=search%20index%3Dgae%20%22too%20many%20subqueries%22&earliest=-4h%40h&latest=now
",null
2618891645524,,null,"Clicking ""Add Section"" in MVT automatically adds two sections","Steps to recreate:

1. Create new experiment
2. Switch Experiment type to MVT
3. Click ""Add Section""

You should now see 3 sections when you should see 2.",null
2063343697865,,null,Chance to Beat Baseline broken for Mongo experiments,,null
2834028586585,,null,Optimizely scripts break web pages (including cnn.com) in upcoming Firefox versions (<= 20) by breaking setting of .innerHTML,"Reported by Mozilla (Boris Zbarsky <bzbarsky@mozilla.com> and Peter Van der Beken <peterv@mozilla.com>):
Firefox 20 implements the WebIDL specification for HTML elements. This means that properties on HTML elements are implemented via getter/setter pairs (which was already the case) but also that the ones shared by all HTML elements are a getter/setter pair on HTMLElement.prototype (whereas before they were getter/setter pairs on the most-derived prototype).

Now cnn.com loads <script src=""http://cdn.optimizely.com/js/131788053.js""></script> which goes 
through and removes all enumerable properties from HTMLElement.prototype, then restores their values and getters but not their setters.

Which means that once this script has run, setting innerHTML on, say, an HTML <div> no longer works. Neither does setting all sorts of other 
properties (e.g. no more setting onclick, etc).

Would you mind fixing your script to preserve setters as well, not just 
getters?

Desk case: https://optimizely.desk.com/agent/case/24303
Discussion thread on Mozilla forums for more context: https://t.co/iWyPTyGC",null
1485028837937,,null,"Link to Google's ""IP Address Range Tool"" needs to be updated","By going to the Experiments Dashboard -> Settings -> IP Filtering the user is given a link to Google's tool to build a regex IP range.

It currently links to http://support.google.com/analytics/bin/answer.py?hl=en&answer=55572, but this is incorrect.

It should be:

http://support.google.com/analytics/bin/answer.py?hl=en&answer=1034771
",null
2878296914248,,null,Mozilla Nightly js conflict (possibly),"Mozilla is reporting some sort of js conflict with their latest version of Firefox Nightly20.0a1.
See their bug report thread here:
https://bugzilla.mozilla.org/show_bug.cgi?id=825138


email address: bsimon@mozillafoundation.org 
experiment_id: n/a
experiment URL: n/a
browser/OS: Firefox Nightly20.0a1

To Reproduce:
1. Download FF Nightly version
http://www.downloadcrew.com/article/22815-firefox_nightly

2. Open firebug or some debugger window

3. Go to URL:
https://donate.mozilla.org/page/contribute/the-mozilla-story?source=video_misc1


Current Result: See screenshot with errors



",null
3719859878645,,null,Custom segments only available after refresh,"Custom segments for customers only become available after refreshing. 

Current situation: Platinum customers need to refresh their results page every time they want to view custom segments.

Desired situation: Platinum customers need to refresh their results page only once to view custom segments. After that, custom segments are available automatically when the results of the experiment are viewed.

As example, this occurs at the following experiment (SIXT):
https://www.optimizely.com/edit#experiment_id=172376534
",null
1689868436129,,null,Automatically Remove Spaces from the End of URL in Targeting Conditions,A lot of times clients will copy the URL into targeting from an email or something with a space included. That space causes the targeting condition to fail when the test runs. Automatically remove that space from the end and from the beginning of the URL.,null
